id,paper_id,primers,longitude,latitude,continent,sample_type,its1_extracted,its2_extracted,its_total,biome,mat,map,ph,year_of_start,year_of_end,abundances
32931,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6417,6417,forest,4.8,635,3.7,2011,2011,2
32933,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6062,6062,forest,4.8,635,3.54,2011,2011,1
32948,Tedersoo_2014_B9DD,ITS3/ITS4,52.9985,57.1173,Asia,soil,0,6036,6036,forest,3.1,599,3.33,2011,2011,3
32955,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,5623,5623,forest,4.8,635,3.4,2011,2011,4
32958,Tedersoo_2016_ISME,ITS3/ITS4,27.3235,58.2752,Europe,soil,0,6065,6065,forest,5.8,628,3.69,2011,2011,3
32961,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,1998,1998,forest,10,824,2.978,2016,2016,6
32965,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,5873,5873,forest,4.8,638,3.39,2011,2011,29
32966,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,6938,6938,forest,4.8,638,3.27,2011,2011,3
32968,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,11454,11454,grassland,10,824,2.715,2016,2016,1
32969,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3248,58.2833,Europe,soil,3904,3317,7221,forest,5.8,614,NA_,2011,2011,1
32972,Odriozola_2021_QY,gITS7/ITS4,13.6586,48.8975,Europe,soil,0,13753,13753,forest,6.2,945,3.74,2016,2016,3
32981,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,6993,6993,forest,4.8,638,2.93,2011,2011,1
32983,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,5143,5143,forest,4.8,638,3.39,2011,2011,3
32984,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,6747,6747,forest,4.8,638,3.31,2011,2011,2
32994,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.895,59.0184,Europe,soil,3105,3135,6240,forest,5.4,621,NA_,2013,2013,1
33015,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,7982,7982,forest,4.8,638,3.12,2011,2011,15
33024,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,4316,4316,grassland,10,824,3.032,2016,2016,35
33100,Goldmann_2015_EA26,ITS1F/ITS4,10.3107,51.2716,Europe,soil,1608,2313,3921,forest,7.8,617,4.99,2011,2011,201
33260,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,2102,2102,forest,10.3,824,4.8,2009,2009,3
33269,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,root,0,9631,9631,forest,4.4,1407,5,2014,2014,62
33283,Geml_2019_8775,fITS7/ITS4,20.1884,47.9172,Europe,soil,0,72817,72817,forest,10.2,541,5.87,2017,2017,1
33344,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.721,57.288,Europe,soil,5201,4692,9893,forest,6.8,599,NA_,2014,2014,1
33370,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.207,57.948,Europe,soil,2867,2488,5355,forest,5.8,604,NA_,2014,2014,1
33387,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8032,58.1889,Europe,soil,2994,2834,5828,forest,5.6,567,NA_,2016,2016,7
33403,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.0755,56.5641,Europe,soil,1238,953,2191,forest,7,635,NA_,2019,2019,4
33405,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.0974,57.6558,Europe,soil,1732,1450,3182,forest,5.9,674,NA_,2019,2019,2
33409,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,10881,0,10881,forest,7.1,1164,NA_,2014,2014,9
33448,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9128,58.6955,Europe,soil,6540,5899,12439,forest,5.4,651,NA_,2015,2015,7
33463,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0719,57.707,Europe,soil,905,839,1744,forest,4.7,707,NA_,2015,2015,16
33465,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9128,58.6955,Europe,soil,1341,1236,2577,forest,5.4,651,NA_,2015,2015,1
33474,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2014,57.8444,Europe,soil,671,587,1258,forest,5.7,654,NA_,2015,2015,1
33481,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.8046,49.8314,Europe,soil,4509,3529,8038,forest,8,561,NA_,2017,2017,4
33493,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.959,58.5206,Europe,soil,4034,3614,7648,forest,5.5,655,NA_,2016,2016,3
33499,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.765,57.0656,Europe,soil,1013,960,1973,forest,6.6,657,NA_,2019,2019,18
33528,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.1796,58.9153,Europe,soil,3363,2958,6321,forest,5.6,714,NA_,2015,2015,2
33542,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8883,57.9389,Europe,soil,2809,2630,5439,forest,5.5,639,NA_,2017,2017,1
33586,Rincon_2015_E6C1,ITS1F/ITS2,-3.97,40.85,Europe,soil,4140,0,4140,forest,6.3,661,3.8,2010,2010,1
33604,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6242,58.6511,Europe,soil,2542,2322,4864,forest,5.4,626,NA_,2015,2015,57
33652,Tedersoo_2016_ISME,ITS3/ITS4,27.4371,59.1006,Europe,soil,0,7503,7503,forest,5.5,644,3.31,2013,2013,6
33661,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,6713,6713,forest,4.8,638,3.4,2011,2011,2
33662,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.1187,57.8741,Europe,soil,1747,1598,3345,forest,5.9,635,NA_,2017,2017,2
33681,Tedersoo_2016_ISME,ITS3/ITS4,27.3269,58.2762,Europe,soil,0,5452,5452,forest,5.8,632,4.33,2011,2011,3
33722,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,147,2694,2841,forest,7.8,617,3.5,2012,2012,8
33725,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,rhizosphere soil,0,24133,24133,forest,3.3,1554,4.9,2014,2014,5
33739,Odriozola_2020_GA,gITS7/ITS4,16.7385,49.3165,Europe,soil,0,9397,9397,forest,7.9,617,5.05,2014,2014,1
33784,FelipeLucia_2020_QA,fITS7/ITS4,13.6944,53.1073,Europe,soil,0,30002,30002,forest,8.8,598,3.615,2011,2011,2
33793,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.5079,49.0517,Europe,soil,5688,4539,10227,forest,8.4,768,NA_,2017,2017,1
33863,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.3542,56.8662,Europe,soil,7763,7113,14876,anthropogenic,6.9,640,NA_,2020,2020,1
33879,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,litter,0,2819,2819,forest,8.4,643,4.92,2013,2013,4
33891,Odriozola_2021_QY,gITS7/ITS4,13.9322,48.758,Europe,soil,0,23188,23188,forest,5.1,979,4.86,2016,2016,7
33936,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.5162,59.0619,Europe,soil,3491,3148,6639,forest,5.6,641,NA_,2013,2013,2
34077,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,root,0,8827,8827,forest,3.3,1554,5.3,2014,2014,36
34226,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1601,1601,forest,10.3,824,4.8,2011,2011,2
34227,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,972,972,forest,10.3,824,4.8,2011,2011,7
34359,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.3927,57.6318,Europe,soil,3642,3252,6894,forest,6.7,578,NA_,2014,2014,1
34362,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.4751,49.0174,Europe,soil,1915,1789,3704,forest,5.1,1068,NA_,2011,2011,1
34371,Tedersoo_2016_ISME,ITS3/ITS4,27.5162,59.0619,Europe,soil,0,6433,6433,forest,5.6,641,3.47,2013,2013,3
34399,Odriozola_2020_GA,gITS7/ITS4,16.7385,49.3165,Europe,root,0,5004,5004,forest,7.9,617,NA_,2014,2014,1
34407,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.764,59.1281,Europe,soil,1291,1171,2462,forest,5.3,684,NA_,2015,2015,2
34470,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.1669,59.0815,Europe,soil,3134,2987,6121,forest,5.5,626,NA_,2013,2013,2
34517,Tedersoo_2014_B9DD,ITS3/ITS4,39.4677,51.9557,Asia,soil,0,5192,5192,forest,6.7,593,3.56,2011,2011,3
34774,Tedersoo_2014_B9DD,ITS3/ITS4,53.2202,57.0739,Asia,soil,0,4237,4237,forest,3.4,505,3.18,2011,2011,2
35433,Odriozola_2021_QY,gITS7/ITS4,13.3667,49.1457,Europe,soil,0,11452,11452,forest,6.3,863,3.95,2015,2015,13
35441,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,1,16109,16110,forest,7,1068,4.05,2014,2014,1
35455,PradaSalcedo_2021_GT,fITS7/ITS4,23.75,52.77,Europe,soil,0,50203,50203,forest,7.3,608,3.8,2017,2017,2
35517,TignatPerrier_2020_addCL,5.8S_Fun/ITS4_Fun,2.95,45.77,Europe,air,0,33580,33580,grassland,6.9,1214,NA_,2016,2016,1
35549,Tedersoo_2014_B9DD,ITS3/ITS4,53.1584,57.0987,Asia,soil,0,6175,6175,forest,3.3,499,4.26,2011,2011,2
35601,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.4876,58.928,Europe,soil,3800,3423,7223,forest,6.5,605,NA_,2016,2016,2
35890,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.0333,58.116,Europe,soil,0,2553,2553,forest,5.6,630,3.08,2012,2012,1
35896,Zifcakova_2016_4C03,gITS7/ITS4,13.6177,49.046,Europe,soil,0,4207,4207,forest,4.3,1211,3.2,2013,2013,1
35964,Rincon_2015_E6C1,ITS1F/ITS2,-4.1,40.85,Europe,root,3195,0,3195,forest,10.6,514,5.1,2010,2010,176
36084,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,soil,0,26801,26801,forest,3.3,1554,4.9,2014,2014,33
36105,Uroz_2016_8F60,ITS1F/ITS2,4.083,47.3,Europe,soil,2265,0,2265,forest,8.8,1217,3.97,2008,2008,4
36112,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.4393,58.9914,Europe,soil,1746,1471,3217,forest,6.8,621,NA_,2015,2015,1
36240,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.7778,59.1113,Europe,soil,3061,2898,5959,forest,5.7,704,NA_,2015,2015,9
36283,Harantova_2017_FU,gITS7/ITS4,12.6401,50.2319,Europe,soil,0,14503,14503,grassland,7.2,830,7,2006,2006,1
36435,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,14992,0,14992,forest,7.1,1164,NA_,2014,2014,5
36455,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,soil,0,4416,4416,forest,8.4,643,4.39,2013,2013,3
36599,Odriozola_2020_GA,gITS7/ITS4,16.7872,49.325,Europe,root,0,9181,9181,forest,8,601,NA_,2014,2014,1
36660,Odriozola_2020_GA,gITS7/ITS4,16.7872,49.325,Europe,soil,0,12986,12986,forest,8,601,4.63,2014,2014,1
36783,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-114.165,60.3432,North America,soil,0,5799,5799,forest,-1.6,352,6.21,2015,2015,15
36839,FelipeLucia_2020_QA,fITS7/ITS4,10.3107,51.2716,Europe,soil,0,35214,35214,forest,7.8,617,4.98,2011,2011,2423
36857,Odriozola_2020_GA,gITS7/ITS4,16.6406,49.2849,Europe,rhizosphere soil,0,11086,11086,forest,8.3,627,4.97,2014,2014,1
36975,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-114.165,60.3432,North America,soil,0,4590,4590,forest,-1.6,352,6.21,2015,2015,24
36984,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-112.197,59.6638,North America,soil,0,13792,13792,forest,-1.5,360,6.27,2015,2015,1
37012,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3179,58.2621,Europe,soil,788,676,1464,forest,5.7,638,NA_,2011,2011,2
37021,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6868,57.5867,Europe,soil,2541,2235,4776,forest,5.8,670,NA_,2013,2013,1
37079,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9472,58.2893,Europe,soil,3849,3343,7192,anthropogenic,5.6,609,NA_,2015,2015,1
37157,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9688,57.6064,Europe,soil,2412,2241,4653,forest,5.3,624,NA_,2015,2015,2
37196,FelipeLucia_2020_QA,fITS7/ITS4,10.358,51.3321,Europe,soil,0,21983,21983,forest,7.7,713,6.35,2011,2011,1
37226,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.0562,58.9236,Europe,soil,7043,6492,13535,forest,6.8,638,NA_,2015,2015,2
37240,Brabcova_2018_8454,gITS7/ITS4,14.6133,50.0939,Europe,litter,0,6791,6791,forest,9,579,4.81,2013,2013,15
37241,Brabcova_2018_8454,gITS7/ITS4,14.6133,50.0939,Europe,litter,0,6122,6122,forest,9,579,5.16,2013,2013,18
37284,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3235,58.2752,Europe,soil,4127,3756,7883,forest,5.8,628,NA_,2011,2011,2
37318,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0408,58.1649,Europe,soil,1935,1873,3808,forest,5.6,646,NA_,2017,2017,1
37348,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.8584,58.9855,Europe,soil,4048,3612,7660,forest,6.7,601,NA_,2015,2015,7
37454,Harantova_2017_FU,gITS7/ITS4,12.6401,50.2319,Europe,soil,0,8053,8053,grassland,7.2,830,7.74,2010,2010,1
37459,Polackova_2016_KRTINY,gITS7/ITS4,16.7611,49.3078,Europe,soil,0,5747,5747,forest,7.8,648,4.55,2013,2013,2
37461,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,3362,3362,forest,4.8,638,2.99,2011,2011,1
37488,Zifcakova_2016_4C03,gITS7/ITS4,13.6177,49.046,Europe,soil,0,4278,4278,forest,4.3,1211,3.1,2012,2012,3
37632,Talbot_2014_A187,ITS1F/ITS4,-148.254,64.7596,North America,soil,3675,0,3675,forest,-2,395,NA_,2011,2011,2
37874,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.1404,58.3256,Europe,soil,522,446,968,forest,6.7,617,NA_,2014,2014,1
37911,Tedersoo_2014_B9DD,ITS3/ITS4,53.0757,57.1041,Asia,soil,0,5191,5191,forest,3.3,537,3.2,2011,2011,5
38008,UOBC_2016_5CA6,ITS3/ITS4,-89.41,49.07,North America,soil,0,16525,16525,forest,1.9,724,5.58,2011,2011,153
38034,Odriozola_2021_QY,gITS7/ITS4,13.2651,49.1196,Europe,soil,0,23304,23304,forest,5.7,1319,4.02,2015,2015,7
38062,Rincon_2015_E6C1,ITS1F/ITS2,-4.1,40.85,Europe,soil,4888,0,4888,forest,10.6,514,5.1,2010,2010,16
38066,Rincon_2015_E6C1,ITS1F/ITS2,-4.1,40.85,Europe,soil,3071,0,3071,forest,10.6,514,5.1,2010,2010,1
38071,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.8109,59.2077,Europe,soil,1807,1547,3354,forest,6.3,608,NA_,2018,2018,3
38072,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,root,3498,0,3498,forest,7.5,1047,4.9,2010,2010,83
38074,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,15.6506,50.2191,Europe,soil,2053,1849,3902,forest,8.8,690,NA_,2018,2018,4
38077,Rincon_2015_E6C1,ITS1F/ITS2,7.25,48.23,Europe,root,2473,0,2473,forest,7,1077,2.9,2010,2010,1
38113,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0344,58.5916,Europe,soil,4773,4304,9077,forest,5.5,612,NA_,2017,2017,1
38248,Odriozola_2021_QY,gITS7/ITS4,13.9322,48.758,Europe,root,0,14814,14814,forest,5.1,979,4.86,2016,2016,16
38276,Tedersoo_2014_B9DD,ITS3/ITS4,13.4751,49.0174,Europe,soil,0,3925,3925,forest,5.1,1068,2.93,2011,2011,1
38378,Nacke_2016_8F49,ITS1F/ITS4,10.2245,51.268,Europe,soil,12,3712,3724,forest,7.6,814,3.8,2012,2012,2
38380,Santalahti_2018_3794,gITS7/ITS4,29.5833,67.7667,Europe,soil,0,5805,5805,forest,-0.3,538,3.8,2013,2013,1
38454,Harantova_2017_FU,gITS7/ITS4,12.6584,50.2383,Europe,soil,0,5825,5825,grassland,7.3,744,7.39,2008,2008,5
38504,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3587,57.691,Europe,soil,2330,2013,4343,forest,5.1,645,NA_,2015,2015,1
38579,Rincon_2015_E6C1,ITS1F/ITS2,7.12,48.08,Europe,soil,4867,0,4867,forest,7,1197,2.8,2010,2010,1
38740,Odriozola_2020_GA,gITS7/ITS4,16.7843,49.3123,Europe,rhizosphere soil,0,6675,6675,forest,7.7,637,5.39,2014,2014,4
38765,Odriozola_2020_GA,gITS7/ITS4,16.7298,49.2818,Europe,soil,0,10625,10625,forest,8.2,621,4.82,2014,2014,1
38853,Nacke_2016_8F49,ITS1F/ITS4,10.3114,51.2717,Europe,soil,81,3976,4057,forest,7.8,617,4.2,2012,2012,21
38872,Zifcakova_2016_4C03,gITS7/ITS4,13.618,49.0448,Europe,soil,0,5364,5364,forest,4.3,1211,3.2,2013,2013,5
38995,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3017,57.7701,Europe,soil,1513,1372,2885,forest,5.9,639,NA_,2015,2015,1
39026,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3118,58.262,Europe,soil,801,696,1497,forest,5.7,636,NA_,2011,2011,1
39027,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4015,58.1108,Europe,soil,2937,2681,5618,forest,5.5,618,NA_,2017,2017,21
39030,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3155,59.1243,Europe,soil,3148,2868,6016,forest,5,649,NA_,2015,2015,9
39031,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8212,58.254,Europe,soil,2959,2574,5533,forest,5.5,670,NA_,2012,2012,2
39033,Rincon_2015_E6C1,ITS1F/ITS2,7.12,48.08,Europe,soil,4161,0,4161,forest,7,1197,2.8,2010,2010,1
39038,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.7682,58.0518,Europe,soil,2963,2836,5799,forest,5.3,616,NA_,2017,2017,7
39154,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-114.165,60.3432,North America,soil,0,6007,6007,forest,-1.6,352,6.21,2015,2015,42
39161,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.6971,57.9147,Europe,soil,1084,788,1872,forest,5.9,601,NA_,2015,2015,2
39259,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,root,3499,0,3499,forest,7.5,1140,4.5,2010,2010,5
39316,Odriozola_2020_GA,gITS7/ITS4,16.774,49.3147,Europe,root,0,4893,4893,forest,7.5,679,NA_,2014,2014,1
39328,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.781,59.366,Europe,soil,1600,1280,2880,woodland,5.8,640,NA_,2016,2016,4
39358,Tedersoo_2016_ISME,ITS3/ITS4,27.4557,59.0826,Europe,soil,0,4692,4692,forest,5.5,642,3.26,2013,2013,14
39383,Tedersoo_2014_B9DD,ITS3/ITS4,26.5718,58.1908,Europe,soil,0,4204,4204,forest,5.2,653,3.53,2011,2011,1
39401,Grau_2019_B3C6,fITS7/ITS4,1.07655,42.5921,Europe,soil,0,20798,20798,shrubland,2.9,951,4.905,2013,2013,6
39406,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8192,58.4621,Europe,soil,2248,2028,4276,forest,5.6,604,NA_,2017,2017,2
39457,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.1284,57.8731,Europe,soil,2618,2526,5144,forest,5.8,666,NA_,2017,2017,20
39768,Rincon_2015_E6C1,ITS1F/ITS2,7.12,48.08,Europe,root,3078,0,3078,forest,7,1197,2.8,2010,2010,6
39806,Davey_2014_2252,ITS3/ITS4,10.7151,60.15,Europe,shoot,0,2487,2487,forest,4.7,740,NA_,2010,2010,2
39808,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3098,58.2704,Europe,soil,1684,1521,3205,forest,5.8,632,NA_,2011,2011,1
39815,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6885,6885,forest,4.8,635,3.85,2011,2011,2
39931,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,16313,0,16313,forest,7.1,1164,NA_,2014,2014,1
39946,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6144,57.5106,Europe,soil,2345,2059,4404,forest,5.8,657,NA_,2015,2015,1
40032,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,soil,0,12627,12627,forest,4.4,1407,5,2014,2014,454
40186,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,5959,5959,forest,4.8,635,3.91,2011,2011,2
40245,TignatPerrier_2020_addCL,5.8S_Fun/ITS4_Fun,2.95,45.77,Europe,air,0,9048,9048,grassland,6.9,1214,NA_,2016,2016,3
40293,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.3505,56.6322,Europe,soil,1301,1194,2495,forest,6.8,643,NA_,2019,2019,1
40373,Martinovic_2021_SN,gITS7/ITS4,16.6192,49.2904,Europe,soil,0,17021,17021,forest,8.4,652,4.66,2016,2016,2
40540,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,soil,3641,0,3641,forest,9.3,740,2.9,2010,2010,1
40678,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,soil,0,4497,4497,forest,8.4,643,4.31,2013,2013,1
40730,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.2435,58.6973,Europe,soil,1714,1644,3358,forest,5.4,639,NA_,2017,2017,2
40808,Polackova_2016_KRTINY,gITS7/ITS4,16.6866,49.3042,Europe,soil,0,7450,7450,forest,8.3,618,6.42,2013,2013,23
40810,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,112,2020,2132,forest,7.8,617,3.7,2012,2012,4
40847,Tedersoo_2014_B9DD,ITS3/ITS4,26.5597,58.3367,Europe,soil,0,5456,5456,forest,5.6,630,4.61,2011,2011,2
40912,Froeslev_2019_CA74,gITS7/ITS4,10.5141,56.0971,Europe,soil,0,25568,25568,shrubland,8.5,610,6.584685684,2014,2014,14
41013,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.31,58.25,Europe,soil,0,684,684,forest,5.8,636,2.99,2012,2012,1
41116,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9294,58.2494,Europe,soil,2386,2279,4665,forest,5.4,686,NA_,2013,2013,2
41138,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,soil,0,5094,5094,forest,8.4,643,4.32,2013,2013,1
41190,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2865,56.2955,Europe,soil,2091,1667,3758,forest,5.9,615,NA_,2019,2019,1
41273,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0487,58.1574,Europe,soil,3481,3265,6746,forest,5.6,648,NA_,2013,2013,2
41365,Uroz_2016_8F60,ITS1F/ITS2,4.083,47.3,Europe,soil,1713,0,1713,forest,8.8,1217,3.86,2008,2008,1
41381,Tedersoo_2016_ISME,ITS3/ITS4,27.3098,58.2704,Europe,soil,0,5488,5488,forest,5.8,632,4.41,2011,2011,2
41430,Odriozola_2020_GA,gITS7/ITS4,16.7651,49.3239,Europe,root,0,7419,7419,forest,7.6,674,NA_,2014,2014,27
41497,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8729,57.6845,Europe,soil,2931,2831,5762,forest,5.4,673,NA_,2013,2013,2
41503,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3098,58.2704,Europe,soil,1077,946,2023,forest,5.8,632,NA_,2011,2011,1
41520,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6353,58.1358,Europe,soil,1286,1020,2306,forest,5.1,659,NA_,2013,2013,12
41530,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.4725,58.7884,Europe,soil,974,886,1860,forest,6.8,631,NA_,2015,2015,1
41641,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1423,1423,forest,10.3,824,4.8,2009,2009,1
41646,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1122,1122,forest,10.3,824,4.8,2009,2009,1
41702,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.3543,58.5883,Europe,soil,1861,1848,3709,forest,6.1,658,NA_,2015,2015,2
41865,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,root,4238,0,4238,forest,9.3,740,2.9,2010,2010,15
41977,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.0773,57.0466,Europe,soil,2713,2582,5295,forest,6,735,NA_,2019,2019,11
42017,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.8229,59.2164,Europe,soil,4175,3606,7781,forest,6.3,604,NA_,2018,2018,28
42043,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,root,3880,0,3880,forest,9.3,740,2.9,2010,2010,4
42218,Zifcakova_2016_4C03,gITS7/ITS4,13.6171,49.044,Europe,soil,0,7857,7857,forest,4.3,1211,3.1,2012,2012,2
42223,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6045,6045,forest,4.8,635,3.55,2011,2011,1
42345,Zifcakova_2016_4C03,gITS7/ITS4,13.6171,49.044,Europe,soil,0,7384,7384,forest,4.3,1211,3.2,2013,2013,21
42375,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.7625,49.858,Europe,soil,3042,2642,5684,forest,7.8,528,NA_,2017,2017,2
42390,Porazinska_2018_2471,ITS1F/ITS2,-105.624,40.0573,North America,soil,2301,0,2301,tundra,-2.2,603,5.35,2015,2015,3
