id,paper_id,primers,longitude,latitude,continent,sample_type,its1_extracted,its2_extracted,its_total,biome,mat,map,ph,year_of_start,year_of_end,abundances
8971,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9311,57.685,Europe,soil,2424,2291,4715,forest,5.2,708,NA_,2017,2017,4
8977,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.5837,58.2795,Europe,soil,3230,2984,6214,forest,5.7,654,NA_,2016,2016,1
8978,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3266,58.2753,Europe,soil,9185,7754,16939,forest,5.8,632,NA_,2017,2017,2
8979,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4131,58.115,Europe,soil,3160,2923,6083,forest,5.4,635,NA_,2017,2017,4
8980,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8386,58.2179,Europe,soil,5509,5021,10530,forest,5.5,642,NA_,2013,2013,2
8981,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.7292,59.3969,Europe,soil,1963,2296,4259,forest,5.8,629,NA_,2014,2014,2
8984,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2873,58.2693,Europe,soil,4297,3016,7313,forest,5.8,640,NA_,2017,2017,6
8992,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3237,58.2736,Europe,soil,7803,6121,13924,forest,5.8,639,NA_,2017,2017,2
8994,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3986,58.112,Europe,soil,2536,2445,4981,forest,5.5,606,NA_,2017,2017,1
9005,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3612,58.1805,Europe,soil,3106,2850,5956,forest,5.8,641,NA_,2017,2017,1
9083,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,79411,79411,forest,1.7,519,4.98,2017,2017,22
9251,FelipeLucia_2020_QA,fITS7/ITS4,9.22307,48.3804,Europe,soil,0,42532,42532,forest,7.5,949,5.845,2011,2011,42
9473,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,47137,47137,forest,1.7,519,4.98,2017,2017,5
9534,Odriozola_2020_GA,gITS7/ITS4,16.774,49.3147,Europe,rhizosphere soil,0,8791,8791,forest,7.5,679,4.32,2014,2014,2
9549,Franzetti_2020_GF,ITS1F/ITS2,10.5831,46.4049,Europe,soil,31572,0,31572,tundra,-1.3,927,4.47,2015,2015,2
9629,Stursova_2016_D385,gITS7/ITS4,13.8553,48.7766,Europe,soil,0,9851,9851,forest,3.8,1030,3.5,2011,2011,4
9671,Polackova_2016_KRTINY,gITS7/ITS4,16.6452,49.3125,Europe,soil,0,57454,57454,forest,9.2,485,5.43,2013,2013,3
9913,Wu_2021_mCJ,ITS3/ITS4,-110.9,56.1,North America,root,0,43169,43169,forest,1.4,455,4.772,2016,2016,158
10087,Odriozola_2021_QY,gITS7/ITS4,13.6413,48.9251,Europe,root,0,12198,12198,forest,5.2,1214,4.25,2016,2016,16
10223,Gomes_2017_2AFC,fITS7/ITS4,150.275,-33.6478,Australia,soil,0,261365,261365,forest,11.5,1242,NA_,2012,2012,1
10310,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.5822,49.6684,Europe,soil,8647,7273,15920,forest,8.4,524,NA_,2017,2017,1
10343,Glassman_2017_E29A,ITS1F/ITS2,-119.267,37.9154,North America,soil,49083,0,49083,forest,1.8,751,3.8,2012,2012,2
10359,PradaSalcedo_2021_GT,fITS7/ITS4,23.63,52.89,Europe,soil,0,58330,58330,forest,7.3,617,3.8,2017,2017,7
10370,Siles_2016_6850,ITS1F/ITS2,11.4347,46.5878,Europe,soil,29534,0,29534,forest,3,987,3.39,2014,2014,1
10373,PradaSalcedo_2021_GT,fITS7/ITS4,23.62,52.65,Europe,soil,0,60032,60032,forest,7.4,581,3.8,2017,2017,8
10382,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2833,58.2843,Europe,soil,6233,5427,11660,forest,5.8,621,NA_,2020,2020,60
10475,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,15.6506,50.2191,Europe,soil,3861,3610,7471,forest,8.8,690,NA_,2018,2018,8
10527,Polackova_2016_KRTINY,gITS7/ITS4,16.6595,49.3021,Europe,soil,0,43822,43822,forest,9,496,4.32,2013,2013,1
10547,MerinoMartin_2020_c453,fITS7/ITS4,5.85,45.11,Europe,soil,0,24707,24707,forest,6.4,1414,4.3,2014,2014,9
10581,Polackova_2016_KRTINY,gITS7/ITS4,16.7628,49.3074,Europe,soil,0,9011,9011,forest,7.8,648,4.91,2013,2013,1
10774,FelipeLucia_2020_QA,fITS7/ITS4,13.7462,52.9174,Europe,soil,0,35051,35051,forest,8.9,616,3.675,2011,2011,3
10964,PradaSalcedo_2021_GT,fITS7/ITS4,23.71,52.68,Europe,soil,0,59133,59133,forest,7.3,637,3.8,2017,2017,4
11098,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,rhizosphere soil,0,27912,27912,forest,3.3,1554,5.3,2014,2014,578
11138,FelipeLucia_2020_QA,fITS7/ITS4,13.9172,52.8624,Europe,soil,0,48837,48837,forest,9,617,3.585,2011,2011,28
11160,Praeg_2019_F04A,gITS7/ITS4,11.097,47.037,Europe,soil,0,107146,107146,grassland,-3.5,1255,4.36,2016,2016,9
11335,FelipeLucia_2020_QA,fITS7/ITS4,13.6983,53.0883,Europe,soil,0,52442,52442,forest,8.8,597,3.6,2011,2011,209
11357,PradaSalcedo_2021_GT,fITS7/ITS4,29.77,62.7,Europe,soil,0,57411,57411,forest,3,624,3.8,2017,2017,3
11374,Wu_2021_mCJ,ITS3/ITS4,-110.9,56.1,North America,root,0,63123,63123,forest,1.4,455,4.68,2016,2016,45
11375,Wu_2021_mCJ,ITS3/ITS4,-110.9,56.1,North America,root,0,60455,60455,forest,1.4,455,5.061,2016,2016,2
11502,Siles_2016_6850,ITS1F/ITS2,11.4711,46.5439,Europe,soil,37057,0,37057,forest,6.8,950,4.1,2014,2014,2
11642,Siles_2016_6850,ITS1F/ITS2,11.4711,46.5439,Europe,soil,59368,0,59368,forest,6.8,950,4.1,2014,2014,20
11711,PradaSalcedo_2021_GT,fITS7/ITS4,30.21,62.36,Europe,soil,0,105084,105084,forest,3.2,640,3.8,2017,2017,35
11795,FelipeLucia_2020_QA,fITS7/ITS4,9.29479,48.479,Europe,soil,0,44541,44541,forest,7.5,1102,4.88,2011,2011,478
11814,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8934,57.8302,Europe,soil,3310,3089,6399,forest,5.7,636,NA_,2013,2013,1
11964,Froeslev_2019_CA74,gITS7/ITS4,10.2467,55.1299,Europe,soil,0,48512,48512,grassland,8.5,733,4.963479522,2014,2014,4
12083,Froeslev_2019_CA74,gITS7/ITS4,8.49395,56.2453,Europe,soil,0,42592,42592,anthropogenic,8.3,896,5.12023402,2014,2014,17
12085,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,soil,0,16283,16283,forest,3.3,1554,5.3,2014,2014,246
12096,Siles_2016_6850,ITS1F/ITS2,11.2968,46.4269,Europe,soil,29762,0,29762,forest,10.3,900,4.54,2014,2014,1
12176,Bissett_AAAA_2016,ITS1F/ITS4,148.798,-35.4237,Australia,soil,151555,15994,167549,forest,9.2,1221,5.6,2013,2013,188
12379,PradaSalcedo_2021_GT,fITS7/ITS4,30.34,62.61,Europe,soil,0,58987,58987,forest,2.8,664,3.8,2017,2017,1
12442,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.1117,58.5312,Europe,soil,8606,7254,15860,forest,6.8,569,NA_,2014,2014,2
12669,Bissett_AAAA_2016,ITS1F/ITS4,146.61,-42.6831,Australia,soil,52651,7690,60341,grassland,6.1,1205,5.1,2013,2013,4
12716,Urcelay_2019_JT,fITS7/ITS4,-64.8647,-32.0726,South America,soil,0,33893,33893,grassland,10.3,1123,4.83,2014,2014,1
12749,Thiem_2018_B8AD,ITS1/ITS2,17.9156,53.0057,Europe,root,11557,0,11557,forest,8.5,508,6.5,2015,2015,1
12831,Franzetti_2020_GF,ITS1F/ITS2,10.5829,46.4052,Europe,soil,382710,0,382710,tundra,-1.3,927,4.48,2015,2015,9
12886,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,deadwood,0,95879,95879,forest,1.6,512,4.175,2017,2017,4
12926,Froeslev_2019_CA74,gITS7/ITS4,9.86962,55.689,Europe,soil,0,15370,15370,anthropogenic,8.4,733,4.760258523,2014,2014,1
12937,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6923,58.7872,Europe,soil,5860,5504,11364,forest,5.4,622,NA_,2017,2017,1
12950,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,31419,31419,forest,1.6,512,4.825,2017,2017,5
12956,PradaSalcedo_2021_GT,fITS7/ITS4,23.62,52.71,Europe,soil,0,56787,56787,forest,7.4,615,3.8,2017,2017,15
13026,Siles_2016_6850,ITS1F/ITS2,11.4711,46.5439,Europe,soil,52065,0,52065,forest,6.8,950,4.1,2014,2014,1439
13158,Urcelay_2019_JT,fITS7/ITS4,-64.7507,-32.039,South America,soil,0,36775,36775,grassland,14.4,811,5.8,2014,2014,2
13353,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.6432,58.0236,Europe,soil,4053,3650,7703,forest,6.1,689,NA_,2016,2016,1
13572,Odriozola_2020_GA,gITS7/ITS4,16.6891,49.3337,Europe,rhizosphere soil,0,14222,14222,forest,8.1,650,4.56,2014,2014,1
13759,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.7678,58.3321,Europe,soil,5618,4996,10614,forest,5.8,589,NA_,2014,2014,13
13807,Dahl_2019_TG,gITS7/ITS4,11.06,47.44,Europe,soil,0,49728,49728,forest,2.3,1377,4.8,2016,2016,1
13838,Urcelay_2019_JT,fITS7/ITS4,-64.7507,-32.039,South America,soil,0,48362,48362,grassland,14.4,811,5.8,2014,2014,3
13861,Tedersoo_2016_ISME,ITS3/ITS4,27.3232,58.2834,Europe,soil,0,6305,6305,forest,5.8,614,4.27,2011,2011,1
13879,PradaSalcedo_2021_GT,fITS7/ITS4,23.66,52.76,Europe,soil,0,66719,66719,forest,7.3,584,3.8,2017,2017,184
13899,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,6147,6147,forest,4.8,638,3.29,2011,2011,1
14002,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.1283,58.0097,Europe,soil,6126,5392,11518,forest,6.9,591,NA_,2016,2016,1
14082,Odriozola_2021_QY,gITS7/ITS4,13.2651,49.1196,Europe,litter,0,16870,16870,forest,5.7,1319,4.09,2015,2015,3
14250,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,39020,39020,forest,1.7,519,5.005,2017,2017,16
14251,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,46803,46803,forest,1.7,519,4.98,2017,2017,2
14415,Odriozola_2020_GA,gITS7/ITS4,16.7843,49.3123,Europe,soil,0,12248,12248,forest,7.7,637,5.39,2014,2014,2
14565,Fernandez_2017_498D,ITS1F/ITS2,-91.7581,47.9461,North America,root,62162,0,62162,forest,3.5,688,NA_,2014,2014,280
14569,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0516,North America,soil,22669,0,22669,tundra,-3.7,757,3.99,2015,2015,1
14629,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6008,58.4109,Europe,soil,3142,2547,5689,forest,5.6,643,NA_,2014,2014,1
14705,Yang_2020_addH,ITS3/ITS4,122.086,50.9454,Asia,soil,0,41372,41372,forest,-2.7,394,5.25,2017,2017,63
14830,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,50417,50417,forest,1.6,512,4.825,2017,2017,4
14994,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,36490,36490,forest,1.6,512,4.98,2017,2017,7
15043,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,litter,0,29473,29473,forest,1.7,556,5.645,2017,2017,1
15046,Anslan_2018_AB3E,gITS7/ITS4ngs,26.5866,58.418,Europe,topsoil,0,57321,57321,forest,5.6,641,NA_,2014,2014,2
15124,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.1765,58.5437,Europe,soil,4152,3940,8092,forest,5.7,612,NA_,2017,2017,2
15138,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4851,57.5247,Europe,soil,3162,2582,5744,forest,5.8,656,NA_,2015,2015,16
15184,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6408,58.2716,Europe,soil,7782,7413,15195,forest,5.6,624,NA_,2016,2016,2
15203,Franzetti_2020_GF,ITS1F/ITS2,10.5848,46.4044,Europe,soil,164486,0,164486,tundra,-1.5,960,6.54,2015,2015,8
15215,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,22772,22772,forest,1.6,512,4.98,2017,2017,2
15242,Tedersoo_2016_ISME,ITS3/ITS4,27.3064,58.2635,Europe,soil,0,5230,5230,forest,5.8,635,4.03,2011,2011,3
15251,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.8065,61.0995,Europe,soil,0,76052,76052,forest,4.3,603,NA_,2019,2019,7
15253,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.8065,61.0995,Europe,soil,0,70796,70796,forest,4.3,603,NA_,2019,2019,70
15254,Froeslev_2019_CA74,gITS7/ITS4,10.2409,57.5966,Europe,soil,0,25799,25799,anthropogenic,8.3,707,4.189747103,2014,2014,1
15255,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2695,58.2584,Europe,soil,3751,3346,7097,forest,5.8,624,NA_,2017,2017,318
15276,Anslan_2018_AB3E,gITS7/ITS4ngs,26.5866,58.418,Europe,topsoil,0,32153,32153,forest,5.6,641,NA_,2013,2013,1
15327,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,soil,0,16915,16915,forest,3.3,1554,4.9,2014,2014,125
15333,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,55189,55189,forest,1.6,512,4.98,2017,2017,4
15598,FelipeLucia_2020_QA,fITS7/ITS4,13.9224,53.0621,Europe,soil,0,49706,49706,forest,8.9,529,3.435,2011,2011,1
15635,Franzetti_2020_GF,ITS1F/ITS2,10.5852,46.4046,Europe,soil,205128,0,205128,tundra,-1.5,960,5.98,2015,2015,16
15719,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.5328,58.7879,Europe,soil,1143,1021,2164,forest,6.5,606,NA_,2016,2016,8
15721,Bahram_2020_AZ,ITS9MUNngs/ITS4ngsUni,24.9953,59.6155,Europe,soil,3884,3140,7024,forest,6,634,4.57,2016,2016,7
15732,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.9953,59.6155,Europe,soil,4313,3463,7776,forest,6,634,NA_,2016,2016,7
15761,Odriozola_2021_QY,gITS7/ITS4,13.4546,49.0049,Europe,soil,0,12656,12656,forest,4.8,1127,4.07,2016,2016,1
16077,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0096,58.5534,Europe,soil,1319,1251,2570,forest,5.5,655,NA_,2015,2015,22
16085,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,46089,46089,forest,1.6,512,4.98,2017,2017,21
16099,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,30.1733,62.6131,Europe,air,0,183172,183172,forest,2.5,731,NA_,2019,2019,5
16203,Siles_2016_6850,ITS1F/ITS2,11.4711,46.5439,Europe,soil,37949,0,37949,forest,6.8,950,4.1,2014,2014,8
16266,Anslan_2018_AB3E,gITS7/ITS4ngs,26.5866,58.418,Europe,topsoil,0,60850,60850,forest,5.6,641,NA_,2013,2013,1
16324,Fernandez_2017_498D,ITS1F/ITS2,-91.7581,47.9461,North America,root,40302,0,40302,forest,3.5,688,NA_,2014,2014,6
16486,Froeslev_2019_CA74,gITS7/ITS4,9.86962,55.689,Europe,soil,0,46762,46762,anthropogenic,8.4,733,4.760258523,2014,2014,7
16628,Tedersoo_2016_ISME,ITS3/ITS4,27.4582,59.0771,Europe,soil,0,6566,6566,forest,5.5,642,3.4,2013,2013,1
16745,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.2613,57.8011,Europe,soil,6297,5329,11626,forest,6.8,588,NA_,2016,2016,6
16930,Brown_2019_add,fITS7/ITS4,-83.4798,35.6899,North America,soil,0,47969,47969,forest,12,1349,NA_,2017,2017,1
16966,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,84970,84970,forest,1.6,512,4.825,2017,2017,2
16985,Anslan_2018_AB3E,gITS7/ITS4ngs,26.5866,58.418,Europe,topsoil,0,44770,44770,forest,5.6,641,NA_,2014,2014,1
17017,Samonil_2020_GB,gITS7/ITS4,14.7078,48.6667,Europe,soil,0,22238,22238,forest,6.9,760,4.3,2015,2015,1
17113,Bissett_AAAA_2016,ITS1F/ITS4,148.799,-35.4214,Australia,soil,124665,22232,146897,forest,9.2,1221,6,2013,2013,1
17154,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.7194,57.0586,Europe,soil,2123,1848,3971,forest,6.6,668,NA_,2019,2019,10
17465,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4239,Australia,soil,142651,69738,212389,forest,9.2,1221,6.1,2013,2013,10
17502,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.5999,56.7718,Europe,soil,3514,3121,6635,forest,6.5,611,NA_,2019,2019,5
17621,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,9054,9054,grassland,10,824,3.303,2016,2016,1
17633,Odriozola_2021_QY,gITS7/ITS4,13.5062,49.077,Europe,soil,0,13817,13817,forest,6,983,3.8,2016,2016,1
17651,PradaSalcedo_2021_GT,fITS7/ITS4,23.65,52.9,Europe,soil,0,62246,62246,forest,7.4,578,3.8,2017,2017,20
17718,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,15.3222,49.9691,Europe,soil,9035,7844,16879,forest,9.4,537,NA_,2017,2017,4
17999,FelipeLucia_2020_QA,fITS7/ITS4,13.7826,52.94,Europe,soil,0,48718,48718,forest,8.9,552,3.61,2011,2011,1
18190,PradaSalcedo_2021_GT,fITS7/ITS4,23.75,52.77,Europe,soil,0,59998,59998,forest,7.3,608,3.8,2017,2017,3
18276,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.7389,58.2046,Europe,soil,6361,6093,12454,forest,5.5,611,NA_,2016,2016,3
18335,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,12.6092,50.0069,Europe,soil,2276,1904,4180,forest,7.1,757,NA_,2017,2017,1
18420,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,77834,77834,forest,1.6,512,4.98,2017,2017,10
18554,Praeg_2020_GI,gITS7/ITS4,10.5925,46.6922,Europe,soil,0,98333,98333,grassland,1,855,4.21,2016,2016,3
18570,Tedersoo_2014_B9DD,ITS3/ITS4,18.475,69.5509,Europe,soil,0,5080,5080,tundra,2.6,1098,3.23,2013,2013,1
18608,Urcelay_2019_JT,fITS7/ITS4,-64.8647,-32.0726,South America,soil,0,42678,42678,grassland,10.3,1123,4.83,2014,2014,2
18882,Tedersoo_2016_ISME,ITS3/ITS4,27.3312,58.2729,Europe,soil,0,5142,5142,forest,5.7,639,2.84,2011,2011,1
18923,Siles_2016_6850,ITS1F/ITS2,11.4507,46.5893,Europe,soil,45688,0,45688,forest,2.6,1050,4.13,2014,2014,11
18957,Rincon_2015_E6C1,ITS1F/ITS2,7.25,48.23,Europe,soil,2413,0,2413,forest,7,1077,2.9,2010,2010,6
19126,FelipeLucia_2020_QA,fITS7/ITS4,13.643,52.9207,Europe,soil,0,58102,58102,forest,9,590,3.53,2011,2011,4
19280,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,23.7617,61.4997,Europe,air,0,152673,152673,anthropogenic,4.4,619,NA_,2019,2019,2
19313,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,12.6265,49.9905,Europe,soil,10324,8191,18515,forest,7.2,661,NA_,2017,2017,11
19377,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3269,58.2762,Europe,soil,951,806,1757,forest,5.8,632,NA_,2011,2011,3
19501,Odriozola_2020_GA,gITS7/ITS4,16.6991,49.2963,Europe,soil,0,7562,7562,forest,8.1,639,5.65,2014,2014,1
19519,Odriozola_2021_QY,gITS7/ITS4,13.8968,48.8593,Europe,root,0,9290,9290,forest,7,809,4.43,2016,2016,39
19595,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,soil,0,12525,12525,forest,3.3,1554,5,2014,2014,1
19843,Odriozola_2021_QY,gITS7/ITS4,13.9225,48.7478,Europe,soil,0,11726,11726,forest,4,1244,3.92,2016,2016,1
19889,PradaSalcedo_2021_GT,fITS7/ITS4,30.37,62.33,Europe,soil,0,55220,55220,forest,3.1,679,3.8,2017,2017,2
19973,FelipeLucia_2020_QA,fITS7/ITS4,13.8417,52.9074,Europe,soil,0,31991,31991,forest,9,586,3.63,2011,2011,2
20046,FelipeLucia_2020_QA,fITS7/ITS4,13.6351,53.094,Europe,soil,0,45206,45206,forest,8.9,574,3.71,2011,2011,5
20053,Tedersoo_2016_ISME,ITS3/ITS4,27.3688,57.9504,Europe,soil,0,5096,5096,forest,5.8,615,2.8,2013,2013,1
20323,PradaSalcedo_2021_GT,fITS7/ITS4,26.05,47.3,Europe,soil,0,64390,64390,forest,6.6,630,4.6,2017,2017,10
20332,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0573,North America,soil,15644,0,15644,tundra,-2.2,603,5.35,2015,2015,1
20408,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,23.7617,61.4997,Europe,soil,0,50737,50737,anthropogenic,4.4,619,NA_,2019,2019,20
20432,PradaSalcedo_2021_GT,fITS7/ITS4,23.63,52.88,Europe,soil,0,57477,57477,forest,7.3,607,3.8,2017,2017,2
20513,FelipeLucia_2020_QA,fITS7/ITS4,13.6354,53.0886,Europe,soil,0,52754,52754,forest,8.9,568,3.765,2011,2011,1
20515,Egidi_AD_2019,fITS7/ITS4,-95.58,42.88,North America,soil,0,96856,96856,grassland,8.5,776,6.7,2003,2015,2
20528,Polackova_2016_KRTINY,gITS7/ITS4,16.6481,49.2631,Europe,litter,0,13130,13130,forest,8.8,558,5.92,2013,2013,1
20605,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.5345,49.6699,Europe,soil,7083,6177,13260,forest,8.4,608,NA_,2017,2017,2
20610,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,58916,58916,forest,1.7,519,5.005,2017,2017,14
20617,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,14528,0,14528,forest,7.1,1164,NA_,2014,2014,9
20717,Odriozola_2021_QY,gITS7/ITS4,13.6177,49.046,Europe,soil,0,12324,12324,forest,4.3,1211,3.66,2016,2016,4
20718,Polackova_2016_KRTINY,gITS7/ITS4,16.6889,49.2863,Europe,soil,0,13034,13034,forest,8.5,609,5.6,2013,2013,1
20850,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,rhizosphere soil,0,15834,15834,forest,4.4,1407,4.6,2014,2014,2
20861,Abrego_2020_CV,ITS_S2F + ITS3 mixed 1:1/ITS4,25.6093,62.2043,Europe,soil,0,60812,60812,forest,3.5,712,NA_,2019,2019,3698
20916,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,root,4171,0,4171,forest,9.3,740,2.9,2010,2010,6
20937,PradaSalcedo_2021_GT,fITS7/ITS4,30.32,62.33,Europe,soil,0,80161,80161,forest,3.2,624,3.8,2017,2017,150
20973,Bissett_AAAA_2016,ITS1F/ITS4,143.852,-39.9214,Australia,soil,38402,1542,39944,cropland,13.5,1026,8.3,2013,2013,2
21094,FelipeLucia_2020_QA,fITS7/ITS4,13.864,53.0766,Europe,soil,0,33514,33514,forest,8.8,562,3.6,2011,2011,4
21097,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,29828,29828,forest,1.6,512,4.98,2017,2017,2
21146,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,20629,20629,forest,1.7,519,5.005,2017,2017,1
21361,PradaSalcedo_2021_GT,fITS7/ITS4,23.6,52.89,Europe,soil,0,63246,63246,forest,7.4,624,3.8,2017,2017,16
21534,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.7979,49.7485,Europe,soil,10402,7956,18358,forest,8.1,637,NA_,2017,2017,3
21921,PradaSalcedo_2021_GT,fITS7/ITS4,29.74,62.7,Europe,soil,0,57520,57520,forest,3.1,611,3.8,2017,2017,176
21931,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,0,19206,19206,forest,7,1068,4.05,2014,2014,1
21933,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,1,10306,10307,forest,7,1068,4.05,2014,2014,16
21937,PradaSalcedo_2021_GT,fITS7/ITS4,23.69,52.76,Europe,soil,0,48862,48862,forest,7.4,571,3.8,2017,2017,6
21992,Egidi_AD_2019,fITS7/ITS4,-96.78,44.04,North America,soil,0,78103,78103,grassland,7.3,603,6.4,2003,2015,1
22019,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,root,0,19816,19816,forest,3.3,1554,4.9,2014,2014,1
22048,Anslan_2018_AB3E,gITS7/ITS4ngs,26.5866,58.418,Europe,topsoil,0,41707,41707,forest,5.6,641,NA_,2013,2013,4
22056,George_2019_9BEA,ITS5/5.8S_fungi,-2.65989,51.8318,Europe,soil,75907,0,75907,grassland,9.7,910,4.31,2013,2014,1
22195,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.5328,58.7879,Europe,soil,4550,4008,8558,forest,6.5,606,NA_,2016,2016,81
22263,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.2579,59.4005,Europe,soil,1289,1239,2528,forest,6.2,580,NA_,2015,2015,3
22287,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.5777,59.2551,Europe,soil,2731,2110,4841,forest,5.5,632,NA_,2016,2016,1
22293,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.0958,58.3022,Europe,soil,3599,3165,6764,forest,6.7,640,NA_,2012,2012,1
22347,Mikryukov_2021_SP,fITS7/ITS4,59.425,56.801,Asia,deadwood,0,63412,63412,forest,1.7,556,4.675,2017,2017,2
22348,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,rhizosphere soil,0,19729,19729,forest,4.4,1407,5,2014,2014,695
22443,Ji_2022_TY,ITS3/ITS4,122.054,51.8414,Asia,soil,0,55857,55857,forest,-5,535,4.28,2021,2021,1
22465,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,46926,46926,forest,1.6,512,4.98,2017,2017,4
22480,Odriozola_2021_QY,gITS7/ITS4,13.3667,49.1457,Europe,root,0,16140,16140,forest,6.3,863,3.95,2015,2015,1
